"EventDate","CaclEventStartTime2","CalcEventEndTime2","CalcEventType","EventTitleName","EventLocation","EventDescription","Latitude","Longitude"
"April 9, 2011",14:00:00,16:00:00,"D","Free Ice Cream at Toscanini’s","Meet at McCormick Hall (W4), Lobby","Come with us to get some delectable ice cream near campus. McCormick will pay for your ice cream, and you'll get the chance to talk to McCormick residents about life at MIT!","42.35733488606666","-71.09452486038208"
"April 9, 2011",14:00:00,16:00:00,"F","Nerf Gun Wars!","Sigma Phi Epsilon, 518 Beacon St. (Big Red Door), Boston","We have them, come use them. Unleash your inner child in our nerf gun war! Remember: it only hurts if you get hit!","42.35074228255108","-71.09055116772652"
"April 9, 2011",14:00:00,16:00:00,"SO","Quidditch!","Brigg’s Field C (between Simmons, W79 and MacGregor, W61)","Come out to the field and play the magical game of Quidditch with the MIT team! Delicious butterbeer will be served. Muggles welcome.","42.35610204645879","-71.10046863555908"
"April 9, 2011",14:00:00,16:00:00,"DP","The Next Exhibition - Dance and Music Performances and Workshops","Next House (W71), Dining Hall","Next House, besides Next Act, is brimming with musical and artistic talent! We have many members in Syncopasian, the Asian Dance Team, and more! Come stop by and listen. There will be workshops, too, to give you a personal taste of MIT extracurriculars! All in Next Dining!","42.35448465106744","-71.10218524932861"
"April 9, 2011",14:00:00,17:00:00,"*DP","Residence Open Houses/Tours","Various Undergraduate Dormitories ","Visit the undergraduate dorms, take tours, and find out as much as you can about each of your unique living options for next year. Prefrosh and parents are strongly encouraged to move from dorm to dorm on their own. For those who wish for more structure, guides will be available at each dorm's front desk to help you navigate from one dorm to the next. See schedule below for specific times and events at various dorms.","42.35716443058422","-71.0944390296936"
"April 9, 2011",14:00:00,17:00:00,"DP","Maseeh Hall Tours","Meet on Amherst Street (across the street from Maseeh Hall)","Come tour Maseeh Hall, which will be welcoming its first undergraduate residents this fall. Please note: Due to construction, it is not yet accessible to persons with disabilities. However, a virtual tour will be available in the Student Center (W20), 4th Floor, Room 400. Closed toe shoes required for tour.",,
"April 9, 2011",14:00:00,17:00:00,"DP","Dorm Tours","Burton-Conner House (W51)","Come tour our 9 ridiculously awesome floors, and meet some of our amazing residents. Stop by and catch a glimpse into what it's like to live in Burton-Conner. ","42.355943480123585","-71.09782934188843"
"April 9, 2011",14:00:00,18:00:00,"D","Haus Safari","Senior House (E2)","Come tour Senior Haus, a land steeped in history. See the wall paintings depicting Pokemon mating rituals, and marvel at the Unlimited Free Ramen Dispenser. If you're lucky, you may see the primeval tribes that call this place home.","42.35997094105651","-71.08690738677979"
"April 9, 2011",14:00:00,18:00:00,"DP","Tours of East Campus","Meet at East Campus (62), Talbot Lounge","Come get a tour of the East Campus dorm. Hopefully you won't get attacked by vikings. Or maybe you think that sort of thing is cool. Leaving every half hour for most of the weekend.","42.35992337412665","-71.08853816986084"
"April 9, 2011",14:17:00,15:17:00,"D","Life According to Courage Wolf","Random Hall (NW61)","You've got questions. The Internet's got answers. (Note: answers may not be topical. Answers should not be taken with other medications. Answers are known to cause cancer in California. If answers last more than four hours, seek immediate medical treatment.)","42.362035","-71.098074"
"April 9, 2011",14:30:00,15:00:00,"AP","Sex Roles and Relationships: What Works, What Doesn't with Dr. Holly Sweet","Room 24-612","Drop by the Experimental Study Group Open House from 1:00-4:00pm, meet ESG Freshmen and Staff, and learn more about taking your core freshman subjects at MIT through small, interactive classes in a community setting. Half hour workshops and seminars will run throughout the afternoon. ","42.360700296138525","-71.09184265136719"
"April 9, 2011",14:30:00,16:00:00,"RGOM","MIT Gospel Choir Rehearsal","McCormick Hall (W4), Brown Living Room","Do you like to sing? Do you like Gospel? Do you just want to meet new people to go grab food with from the Minority BBQ? Then come out and sing with the MIT Gospel Choir as we sing on this blessed day!","42.35710496926067","-71.09429955482483"
"April 9, 2011",14:30:00,16:00:00,"D","Oobleck","East Campus Courtyard (between Buildings 62 and 64)","Yeah, we know you learned about Non-Newtonian fluids in Physics class. Even if you haven't, come get your oobleck on with some of the weirdest stuff our lounge has to offer.","42.36006607480819","-71.08834505081177"
"April 9, 2011",14:30:00,16:00:00,"O","2000 Fire Hazards.... and pie.","Student Center (W20), 4th Floor, ESP office (Room 467)","After the activities midway, come be exposed to the horrors and explosions of ESP's sordid past (and present).  Also to play Adminion, a Dominion variant made in the image of ESP.",,
"April 9, 2011",14:30:00,17:00:00,"F","Miracle Berries and Goo Slinging","Kresge BBQ Pits (behind W16)","Come turn your taste buds upside down with Miracle Berries, the magical berry that transforms sour into sweet. Then - What do you get when you boil water, cornstarch, and food coloring? Technicolor Goo! Come throw it at us. BBQ will also be served.","42.35764011914741","-71.09519004821777"
"April 9, 2011",15:00:00,15:30:00,"AP","Video-Blogging with Graham Ramsey","Room 24-612","Drop by the Experimental Study Group Open House from 1:00-4:00pm, meet ESG Freshmen and Staff, and learn more about taking your core freshman subjects at MIT through small, interactive classes in a community setting. Half hour workshops and seminars will run throughout the afternoon. ","42.360700296138525","-71.09184265136719"
"April 9, 2011",15:00:00,16:00:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 9, 2011",15:00:00,16:00:00,"O","Introduction to Trading","Room 56-154","Ever wonder what the big deal is with the stock market? What hedge funds are? What a trader does? Come talk to the Traders@MIT board over some delicious snacks! We’ll play an open-outcry stock simulation as well. ","42.36068444068327","-71.08973979949951"
"April 9, 2011",15:00:00,16:00:00,"PO","Solar Electric Vehicle Team Shop Tour","Meet at the MIT Museum (N51), Entrance","Tour the Solar Electric Vehicle Team shop! Check out our newest race vehicle due to compete in Australia. Learn about the design and construction of a solar vehicle.","42.361972683377566","-71.09755575656891"
"April 9, 2011",15:00:00,16:00:00,"DP","Housemasters Receptions","Various Undergraduate Residences ","Still have questions for Housemasters? Stop by selected houses to meet their Housemasters and ask questions about life in MIT's residences. <b>Attend the Housemasters Residential Living Panel for Parents on Saturday at 12:45pm in Room 10-250 for a complete list.</b>",,
"April 9, 2011",15:00:00,16:00:00,"O","Malware Aquarium","Student Center (W20), 5th Floor, Room W20-557","We built the Malware Aquarium (http://xkcd.com/350/). Want to come see it?","42.3591305866611","-71.09465897083282"
"April 9, 2011",15:00:00,16:00:00,"F","If you can Dodge a Wrench...","Kappa Sigma, 407 Memorial Dr., Cambridge","Think you've got what it takes? Come dodge, dip, duck, dive, and dodge your way to victory with our 3 time IM Champion Dodgeballers. Play for pride and glory on co-ed teams; we’ll see who comes out on top. Meet at our house before heading out.","42.35615754458158","-71.0974109172821"
"April 9, 2011",15:00:00,16:00:00,"O","Cake, Games and Conversation","Student Center (W20), 3rd Floor, Private Dining Rooms 1 & 2","Do you speak German? Stammtisch is a German conversation club which gets together once a week to talk about anything at all! Join us for cake, board games, and German conversation! All speaking levels welcome.","42.35894031618102","-71.09467506408691"
"April 9, 2011",15:00:00,16:30:00,"RSOM","Mocha Moves CPW Wurkkshop","Du Pont Athletic Center (W32), T-Club Lounge","Come kick it with MIT's hypest hip-hop dance squad, learn some fun choreography, and show us how you get down!",,"United States"
"April 9, 2011",15:00:00,16:30:00,"O","International Desserts","McCormick (W4) Green Room","Come learn about MIT's Association of International Relations and Model UN while enjoying delicious desserts from all over the world!","42.35735470644158","-71.09431028366089"
"April 9, 2011",15:00:00,16:30:00,"D","Analog Caffeine Party","Meet in East Campus (62), Talbot Lounge","Ever wanted to learn the art of manual coffee brewing, sample more types of tea than your bladder can handle, or just snack on cookies and caffeine in blissful ignorance?","42.35997094105648","-71.08847379684448"
"April 9, 2011",15:00:00,17:00:00,"PO","MIT-EMS Open House","Room 32-064","Drop by our bunkroom to chat with current MIT student Emergency Medical Technicians about what it's like to be part of our service and take a look around our ambulance and ambulance bay.",,
"April 9, 2011",15:00:00,17:00:00,"*PO","SaveTFP's Third Annual Professor Talent Show","Room 10-250","Come watch MIT professors compete against each other to prove which major dominates over the rest. Will Course 6 be the victor? Will it be 18? Who can predict the end of such a wildly contested competition? Don't miss out!","42.359701394644546","-71.09203577041626"
"April 9, 2011",15:00:00,17:00:00,"O","OrigaMIT presents: What can YOU do with paper?","Room 8-119","Join OrigaMIT for some origami fun! Learn to fold a beaver during the first hour and/or free-fold from our extensive library of origami books during the second hour! Also, check out our display on the 2nd floor of the Student Center.",,
"April 9, 2011",15:00:00,17:00:00,"D","Barbecue and Tire Swinging Tutorials","Senior House (E2), Courtyard","Learn from some of the masters of tire swinging themselves. FREE barbecue included. House tours also available.","42.35992337412665","-71.08686447143555"
"April 9, 2011",15:00:00,17:00:00,"RTO","The Marching Band Tour of Campus","Meet at Student Center Steps (W20)","Come meet the the world famous, nationally-renowned, often copied but never cloned, unforgettable (no matter how hard you try), super phat, super fly... the one, the only MIT Marching Band! We'll take on a whirlwind tour of campus. Meet in front of the student center.  ","42.359019595617745","-71.09469652175903"
"April 9, 2011",15:00:00,17:30:00,"F","Roofdeck Barbecue","Nu Delta, 460 Beacon St., Boston","Grab a burger and head up to the roofdeck. Why? Because nothing beats a good burger on a Saturday afternoon, especially with good music and an epic view of the Charles River and Cambridge from high up on the Nu Delta rooftop. ","42.351523282515366","-71.08786225318909"
"April 9, 2011",15:00:00,18:00:00,"RO","Toonami Legacy","Room 2-105","MIT Anime is building you a better cartoon show. Come relive your grade school afternoons with the best of Cartoon Network's legendary Toonami block. Bang.","42.35909887495444","-71.0904398560524"
"April 9, 2011",15:00:00,18:00:00,"DP","Taste of New House & New House Tours","New House (W70), Arcade","Love free food? Sick of burgers and pizza? Wanna see what West Campus life is like? Come to the “Taste of New House” and sample cuisine from every corner of the world! Tours of New House will be offered periodically!","42.355221998246776","-71.1003828048706"
"April 9, 2011",15:00:00,18:00:00,"F","Beacon Street Block Party","518 - 532 Beacon Street, Boston","Come experience MIT's frat row. Join the brothers of SigEp, DU, Theta Chi, Skullhouse, and Sigma Chi for the annual Beacon Street Block Party. Grab a burger and hangout with MIT's Greek community in Boston's renowned Back Bay. ","42.35062731219375","-71.09050959348679"
"April 9, 2011",15:00:00,18:00:00,"O","CPW Patrol","Building 36, 1st Floor Classrooms","Come shoot your friends, come shoot your enemies, come shoot people you don't even know yet with the MIT Assassin’s Guild! Grab an Imperial dart gun and have some fun.",,
"April 9, 2011",15:00:00,18:00:00,"D","Murals on 2E","Meet in East Campus (62), Talbot Lounge","Did you know some MIT students live in a fine art gallery? Actually it's just our dorm and we paint on the walls.  Come help us paint a new one; we want to see your skills of an artist (it s okay if you aren’t very good).","42.360002652323054","-71.08851671218872"
"April 9, 2011",15:00:00,18:00:00,"D","How To Take Down A House","East Campus (62), Talbot Lounge","Do you like DESTRUCTION!? We've built a lovely house wall here in our lounge. Come test out your demolition skills and see if you can trick someone into thinking a tornado hit.","42.35997094105648","-71.08851671218872"
"April 9, 2011",15:00:00,18:00:00,"O","The Tech's Open House","Student Center (W20), 4th Floor, Room 483","MIT’s “School of Journalism” - The Tech. Play with expensive photo equipment, lay out the paper, read our website's code, and meet writers and editors to find out how you can be a part of tomorrow's headlines. Delicious food provided.",,
"April 9, 2011",15:00:00,18:00:00,"O","History of Student Life from Those Who Wrote it","Student Center (W20), 4th Floor, Room 483","The Tech is the record of student life at MIT. The storming of President Johnson’s office in 1970, “$1,700 is too damn high” for tuition, new dorms and defunct majors: we wrote about it when it happened. Come sip hot cocoa and chat with our writers and editors about the history of MIT.",,
"April 9, 2011",15:17:00,16:17:00,"D","Boffing on the Roof Deck","Random Hall (NW61)","Are you a master of the blade? How about a foam one? Practice disemboweling enemies and friends alike on our roof deck. Rain Location: AiW.","42.362035","-71.098074"
"April 9, 2011",15:22:00,16:22:00,"F","Tye-Dye Tie-Dying","TPC Systems, 253 Commonwealth Ave., Boston","Tye-dye or die trying! Just imagine how stunning you would look at that Google interview sporting your brand new 22-shades-of-purple tie! Call 615-414-6224 for a ride.",,
"April 9, 2011",15:30:00,16:00:00,"AP","Math of Toys and Games with Melissa Gymrek '11 and Jing Li '11","Room 24-612","Drop by the Experimental Study Group Open House from 1:00-4:00pm, meet ESG Freshmen and Staff, and learn more about taking your core freshman subjects at MIT through small, interactive classes in a community setting. Half hour workshops and seminars will run throughout the afternoon. ","42.360700296138525","-71.09184265136719"
"April 9, 2011",15:30:00,16:30:00,"O","The Tech's Comic drawing seminar","Student Center (W20), 4th Floor, Room 483","Learn how to draw comics with The Tech's cartoonists, and eat snacks while doing so.",,
"April 9, 2011",15:30:00,16:30:00,"O","How it's made: The Tech","Student Center (W20), 4th Floor, Room 483","Ever wonder how dozens of stories, photos, and ads form a newspaper? Stop by The Tech office and find out! We are MIT’s student “School of Journalism.”",,
"April 9, 2011",15:30:00,17:00:00,"FO","Cupcakes and Crafts with MIT Sorority Women","Student Center (W20), 3rd Floor, Mezzanine Lounge","Come join the women of MIT's 6 sororities as we decorate cupcakes, cookies, and tote bags. There will also be a short presentation about sorority life. Come eat great food and get your questions about sorority life at MIT answered!","42.35903545149308","-71.09491109848022"
"April 9, 2011",16:00:00,17:00:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 9, 2011",16:00:00,17:00:00,"F","ADPhi Latin Dance Lesson","Alpha Delta Phi, 351 Massachusetts Ave., Cambridge","Does the idea of dancing invoke images of stepped-on toes and awkward party swaying? We can change that! Join the brothers of Alpha Delta Phi in learning Rumba and Cha Cha from a member of the MIT Ballroom Dance Team!","42.362824890951536","-71.0990309715271"
"April 9, 2011",16:00:00,17:00:00,"F","Cannoli Taste Off","Kappa Sigma, 407 Memorial Dr., Cambridge","Whether you're a cannoli connoisseur or can't tell between a cannoli and a croccante, you don't want to miss this showdown between Mike's and Modern Pastry. We'll be bringing samples of this popular Italian-American dessert from the best pastry shops in the North End so you can make up your own mind.","42.356173401179106","-71.0974109172821"
"April 9, 2011",16:00:00,17:30:00,"D","EC/SIPB Python Bee","East Campus (62), Talbot Lounge","Do you have the skills of a Python master? Can you code with your hands behind your back? Come to the Python Bee and maybe you'll even win some sweet prizes.","42.35998679669178","-71.08845233917236"
"April 9, 2011",16:00:00,17:45:00,"*PM","Minority Student Barbeque","Building 13, Lobby 13","Come enjoy some of Boston's best barbeque! MIT students of color will be on hand to share their experiences about life at MIT.","42.35998679669178","-71.09233617782593"
"April 9, 2011",16:00:00,18:00:00,"F","Build MIT with Cardboard","Brigg’s Field F (between Simmons, W79 and MacGregor, W61)","Step 1: Help the Independent Living Groups build a mini model of MIT, with whatever modifications you've always wanted, out of cardboard we've been collecting for weeks. Step 2: Photograph your accomplishment. Step 3: DESTROY IT!!","42.35645089098791","-71.10025405883789"
"April 9, 2011",16:00:00,18:00:00,"F","Phi Sig Steakhouse ","Phi Sigma Kappa, 487 Commonwealth Ave., Boston","Grab a juicy steak or burger fresh off the grill, relax in the Phi Sig billiards lounge, or watch some sports on our 65in TV to charge for a night of partying. 3rd stop Saferide Boston East.","42.349264","-71.094216"
"April 9, 2011",16:00:00,18:00:00,"RO","Theater Olympics","Kresge Auditorium (W16), Rehearsal Room A","Do you have what it takes to WIN at theater? Test your thespian and techie mettle in quick-changing, light-hanging, speed-reading, stage-blood-mixing, improv-gaming, and more, and hang out with people from MIT's theater groups.","42.35814355228803","-71.09506398439407"
"April 9, 2011",16:00:00,18:00:00,"D","Make Your Own Ice Cream Sandwiches","Simmons Hall (W79), Country Kitchen","There is no better way to eat ice cream than sandwiched between two cookies! Come to Simmons to make your own ice cream sandwich. Bring a hungry stomach and we will provide lots of cookies, ice cream, and toppings.","42.35703757969258","-71.10156297683716"
"April 9, 2011",16:00:00,18:00:00,"F","Dodgeball with Zeta Psi","Zeta Psi, 233 Massachusetts Ave., Cambridge","Come test your skills as you dodge, dip, duck, dive, and dodge with the Brothers of Zeta Psi. Meet at the house and then we’ll head to Zesiger Center (W35), 3rd floor, MAC Court.","42.361730892146916","-71.09715342521667"
"April 9, 2011",16:00:00,18:00:00,"D","REAL BBQ","Burton-Conner House (W51), Conner-side BBQ Pits","We're not having any of this Hamburger/Hot dog nonsense. We're talking a REAL southern BBQ complete with ribs and chicken, potato salad, baked beans, corn bread and Arnold Palmers.   ","42.35589591014502","-71.0979151725769"
"April 9, 2011",16:00:00,18:00:00,"D","Build Your Own Nachos","MacGregor House (W61), Dining Hall","Come meet and make nachos with the wonderful residents of MacGregor and their fantastic fountain o' cheese.","42.355439","-71.099777"
"April 9, 2011",16:06:00,18:06:00,"F","BBQ and Music @ No.6","Delta Psi (Number Six Club), 428 Memorial Dr., Cambridge","Come hang out in our backyard while we cook burgers for you and our resident DJ plays some tunes to chill to.","42.355658059712006","-71.09881639480591"
"April 9, 2011",16:17:00,17:17:00,"D","Liquid Nitrogen Ice Cream","Random Hall (NW61)","Liquid nitrogen is cold. So is ice cream. Coincidence?","42.362035","-71.098074"
"April 9, 2011",16:27:00,16:57:00,"G","Asr Prayer","Religious Activities Center (W11), 1st Floor, Musallah","Come pray with other MIT Muslims.",,
"April 9, 2011",16:47:00,17:47:00,"D","Gladiatorial Pillow Combat","Random Hall (NW61)","Only the quickest and the strongest survive. We who are about to tool salute you!","42.362035","-71.098074"
"April 9, 2011",17:00:00,18:00:00,"O","Chinese Noodle Night","McCormick Hall (W4), Country Kitchen","Come on over and enjoy MIT Chinese Students Club's finest Chinese noodles. We will be bringing in a variety of noodles from the tasty Dan Dan Mian to the infamous Chow Mein. This'll be an event you won't want to miss!","42.357101005170406","-71.09431028366089"
"April 9, 2011",17:00:00,18:00:00,"D","Club Cute Pinatas","Senior House (E2), Courtyard","Come beat our specially-themed pinatas to get candy and fun gifts.","42.360034363573625","-71.08675718307495"
"April 9, 2011",17:00:00,18:00:00,"O","KOREAN BBQ","Religious Activities Center (W11), Main Dining Room","Come eat delicious Korean BBQ brought to you by MIT's Korean Students Association and mingle with the awesome members. ","42.35821094067007","-71.0935378074646"
"April 9, 2011",17:00:00,18:00:00,"F","Powerpoint Improv","Alpha Delta Phi, 351 Massachusetts Ave., Cambridge","Can you think on your feet? Put your procrastination skills to the test as you deliver a talk on a slideshow you're only just seeing for the first time. It’s karaoke, academics style.","42.36288831058794","-71.09906315803528"
"April 9, 2011",17:00:00,19:00:00,"D","Brimming and Bursting with Quirkiness (BBQ) Event","Next House (W71)","Come to our courtyard for our last dinner event - an outside BBQ!","42.3545797931251","-71.1021637916565"
"April 9, 2011",17:17:00,18:17:00,"D","Random: The Gathering","Random Hall (NW61)","Ever wanted to cast Global Thermonuclear Warfare? The Wizards of the Dorm have conjured a special edition cardset of Magic: The Gathering - so now you can.","42.362035","-71.098074"
"April 9, 2011",17:22:00,18:22:00,"F","The Lie-Off","TPC Systems, 253 Commonwealth Ave., Boston","Why settle for a half-truth, when no truth will do just fine? Get the finest bull from an accredited institution! MIT's expert orators will entice your ears and defy your senses! You don't want to miss this...",,
"April 9, 2011",18:00:00,18:20:00,"F","Walk to pika","Meet in Lobby 7","Meet a pikan at Lobby 7 to walk to pika. Dinner is at 6:30.","42.35927328914309","-71.09345197677612"
"April 9, 2011",18:00:00,19:00:00,"D","East Side Water War","East Campus Courtyard (between Buildings 62 and 64)","Hot Boston weather getting you down? PREPARE YOURSELF. We've made shields, we've filled balloons, and now it's time for the EC vs. Senior House water war.","42.36008193041947","-71.08828067779541"
"April 9, 2011",18:00:00,19:30:00,"*RP","CPW Closing Remarks and Variety Show","Kresge Auditorium (W16) ","Our last chance to bid you adieu before you head back home. In addition, come watch various singing, dancing, juggling and other MIT talent perform for you. We hope you have enjoyed your MIT experience!","42.358131660213104","-71.09503984451294"
"April 9, 2011",18:30:00,21:30:00,"D","Energize Fear Factor Style!","New House (W70), House 5, 1st Floor, Game Room","Needing some energy for these late night and all night CPW events, come by for some energy drinks. Feeling adventurous? Try Fear Factor style, where we’ll add flavor, ranging from ranch to hot sauce and everything in-between!","42.35489693227697","-71.10083341598511"
"April 9, 2011",19:00:00,21:00:00,"F","Insane Fryalator Dinner","Theta Xi, 64 Bay State Rd., Boston","Oreos? Check. Mac and cheese? You betcha. We have a Fryalator, and we're not gonna let anyone tell us what we can and cannot fry. The sky's the limit at Theta Xi.","42.349763","-71.095896"
"April 9, 2011",19:00:00,21:00:00,"O","pssssst! bababa ba?","Zesiger Center (W35), Media Room (Room 199)","Are you Filipino? Do you like hanging out with Filipinos? Or do you just like free food and KARAOKE!? Then come have fun with us!",,
"April 9, 2011",19:00:00,22:00:00,"DM","A Bailar!!!","New House (W70), House 3, 1st Floor, Spanish House Dining Area","What’s better than dancing on a Saturday night? So, come show us your dance skills and learn some new ones. We’ll have Salsa and Cumbia Lessons from 7pm to 8pm taught by salsa master Salvador and Cumbia King Pablo. Stay after the lessons for social dancing with the rest of the house.","42.35503964437319","-71.10057592391968"
"April 9, 2011",19:00:00,22:00:00,"F","Bonfire","Phi Kappa Sigma, 530 Beacon St., Boston","Roast marshmallows, sit around the fire, and get a chance to talk about life at MIT with the brothers of Skullhouse.","42.350578","-71.090941"
"April 9, 2011",19:20:00,19:50:00,"G","Maghrib Prayer","Religious Activities Center (W11), 1st Floor, Musallah","Come pray with other MIT Muslims.",,
"April 9, 2011",19:30:00,08:30:00,"F","Feast at Phi Delts","Phi Delta Theta, 97 Bay State Rd., Boston","It's tradition every year before our Jungle Party to have a feast. Don't miss out, we will be having more Chinese food that you can handle!","42.350334","-71.097379"
"April 9, 2011",19:30:00,12:30:00,"F","A Night of Board Games","Sigma Phi Epsilon, 518 Beacon St. (Big Red Door), Boston","What's your game? Risk? Monopoly? Scrabble? We have them all and more!","42.350749715972114","-71.09056189656258"
"April 9, 2011",19:30:00,20:30:00,"F","Pizza Night ","Theta Delta Chi, 372 Memorial Dr., Cambridge","Fuel up with some home-made pizzas, courtesy of our chef.","42.356355751762926","-71.09648287296295"
"April 9, 2011",19:30:00,20:30:00,"D","Experimental Cooking","Senior House (E2)","Get a head start on living on your own by getting all your cooking failures out of the way. We will begin by attempting to make FOOD. What can possibly go wrong?","42.360113641630015","-71.08680009841919"
"April 9, 2011",19:30:00,20:30:00,"F","Tex Mex Night","Zeta Psi, 233 Mass Ave., Cambridge","Come enjoy the best southwestern food north of the Charles prepared by the Brothers of Zeta Psi.","42.36176656632142","-71.09720706939697"
"April 9, 2011",19:30:00,20:30:00,"F","Dinner at DU","Delta Upsilon, 526 Beacon St., Boston","Come enjoy a dinner prepared by our very own Chef Edilson. Born in the Amazon, a lost tribe taught Edilson to grill perfect steaks. Be a part of our long standing tradition, and join the brothers of DU for dinner.","42.350581","-71.09085"
"April 9, 2011",19:30:00,20:30:00,"F","The Amazing Asian Dinner","Alpha Delta Phi, 351 Massachusetts Ave., Cambridge","Come enjoy an Asian dinner cooked by Asian brothers (Chefs Lau and Tango) of ADPhi! The food will be authentic, tasty, and plentiful, so come on over, kick back, and eat!","42.36284074586663","-71.09909534454346"
"April 9, 2011",19:30:00,20:30:00,"F","Chinese Dinner","pika, 69 Chestnut St., Cambridge","Authentic and delicious. Follow the orange flags from Simmons (W79) to pika.","42.35638746485392","-71.10827922821045"
"April 9, 2011",19:30:00,20:30:00,"F","WILG Dinner","WILG, 355 Massachusetts Ave., Cambridge","MIT's Women's Independent Living Group serves a delicious homemade dinner every night at 7! We're just a 7 minute walk from campus. Come by and meet some great undergrads while enjoying their cooking.","42.36299929479763","-71.09928846359253"
"April 9, 2011",19:30:00,21:00:00,"OM","Nigerian Students Association Dinner","McCormick Hall (W4), Country Kitchen","Enjoy Authentic Nigerian cuisine while getting to know the Nigerians at MIT. There will be Jollof rice and chicken, pounded yams, soup and more!!!!!","42.357085148806945","-71.09433174133301"
"April 9, 2011",19:30:00,21:00:00,"*P","Under the ""Great Dome"" Parent Drop In","Barker Engineering Library (Room 10-500)","Please join MIT Parent Connectors, members of the Admissions Office and other parents for hors d'oeuvres and conversation under the ""Great Dome.""","42.359733106047145","-71.09188556671143"
"April 9, 2011",19:30:00,21:00:00,"O","All Hail Cthulhu. Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn!","Room 4-231","Come summon Cthulhu! A Live-Action Roleplaying game run by MIT Assassin's Guild, where you and your friends are trying to summon the high priest to the Great Old Ones. (Caution: side effects may include cult-ish behavior, loss of sanity, and raising the city of Ry'leh.)",,"36-1"
"April 9, 2011",19:30:00,21:30:00,"POM","Association of Puerto Rican Students CPW Dinner","Stata Center (32), 4th Floor, R&D Commons ","Join MIT's Puerto Rican community for a delicious meal a la criolla! You will get a chance to meet the members, talk to them, and have fun!","42.36144549802163","-71.09072685241699"
"April 9, 2011",19:30:00,21:30:00,"D","Grilling at EC","East Campus Courtyard (between Buildings 62 and 64)","Come to the EC Courtyard for a variety of grilled foods. Like burgers. And probably vegetables and mysterious soy products if we can get our act together. ","42.360034363573625","-71.08843088150024"
"April 9, 2011",19:30:00,21:30:00,"D","Cooking Seminar","Meet at East Campus (62), Talbot Lounge","Don't know what a souffle is, but still want to know how to make one? Our master Chefs Ben and Danny will instruct you in the ways of the kitchen and help you cook your own delicious cuisine.","42.35992337412665","-71.0884952545166"
"April 9, 2011",19:30:00,21:30:00,"F","Pizza Night at Beta","Beta Theta Pi, 119 Bay State Rd., Boston","Looking for refreshment after a hard day of exploring MIT? Come eat pizza prepared by the brothers of Beta Theta Pi. ","42.350314116015724","-71.0983657836914"
"April 9, 2011",19:30:00,21:30:00,"O","Rock out with The Tech","Student Center (W20), 4th Floor, Room 483","Want to play a little Rockband 3? Challenge our editors and writers for glory and snacks! Grab a spot on the couch and relax in the corner of the student center.",,
"April 9, 2011",19:30:00,21:30:00,"OM","LCC Game Night with Latino Desserts","Student Center (W20), Basement, Latino Cultural Center (W20-082)","Traigan a sus amigos para una noche de diversi n con los miembros del Centro Cultural Latino! We'll have games and karaoke, and after you let your food settle from the Minority BBQ, you can grab some dessert. We'll have flan, tres leches, Mexican conchas, and arroz con leche & more!","42.359019595617745","-71.09463214874268"
"April 9, 2011",19:30:00,22:00:00,"F","Pizza Sampler at Sigma Nu","Sigma Nu, 28 The Fenway, Boston","Join the Brothers of Sigma Nu for a Pizza Sampler in our 19th century mansion! Pizza from the best restaurants in the North End and Back Bay will be served.","42.34565166939907","-71.09027624130249"
"April 9, 2011",19:30:00,22:00:00,"O","Swing and Wings!","Burton-Conner House (W51), Porter Room","What's better matched than swing dancing lessons and spicy wings? We'll teach you the basics of swing and of eating wings, and you'll soon be a pro at both! Sponsored by Campus Crusade for Christ--belief in God not required. :D",,
"April 9, 2011",19:30:00,22:30:00,"RDM","Ill Vibes","New House (W70), House 1, 3rd Floor, Chocolate City Lounge","Join local performers, singers, dancers, poets, and other artists to fill the night with sweet revelations of black culture today. Feel free to bring your trumpets, voice, and poems to share. The best way to start your Saturday night!
","42.3551030718675","-71.10010385513306"
"April 9, 2011",19:30:00,22:30:00,"F","Video Games of the Past and Present","Sigma Phi Epsilon, 518 Beacon St. (Big Red Door), Boston","Nintendo 64? Check. Wii? Check. XBox 360? Check. Ready to play some games?","42.35074822928799","-71.09055921435356"
"April 9, 2011",19:30:00,22:30:00,"F","Poker at Pilam","Pi Lambda Phi, 450 Beacon St., Boston","Take on other pre-frosh and the brothers of Pi Lambda Phi. Even if you're not into poker, join us for games like Mafia, Call of Duty, and Settlers. We'll be raffling off Ipod Shuffles, gift cards and more.","42.35162635792787","-71.0873955488205"
"April 9, 2011",19:44:00,20:22:00,"F","Crazy Dough's","TPC Systems, 253 Commonwealth Ave., Boston","Become one with the dough...",,
"April 9, 2011",19:45:00,20:30:00,"F","Swing Dancing","Epsilon Theta, 259 St. Paul St., Brookline","Come west of campus to learn East Coast Swing! No experience or partner necessary. Meet us in Lobby 7 to catch our Big Silver Van to ET.",,"US"
